1743676764.9591782,No hand,No face,,0
1743682552.3356214,K,No face,,0
1743682552.4674017,K,No face,,0
1743682552.578392,V,No face,,0
1743682552.6705127,V,No face,,0
1743682552.762834,R,No face,,0
1743682552.8648071,V,No face,,0
1743682553.3751385,V,angry,,0.317729651927948
1743682553.47059,V,No face,,0
1743682553.6692684,K,angry,,0.24371211230754852
1743682553.7665677,K,No face,,0
1743682553.8628268,K,No face,,0
1743682553.9537263,V,No face,,0
1743682554.0627134,V,No face,,0
1743682554.145656,R,No face,,0
1743682554.2287278,C,No face,,0
1743682554.2965832,C,No face,,0
1743682554.4037414,C,No face,,0
1743682554.4910772,C,No face,,0
1743682554.587882,C,No face,,0
1743682554.7766464,C,angry,,0.46054914593696594
1743682554.9688523,C,angry,,0.5112975835800171
1743682555.0608187,C,No face,,0
1743682555.15551,B,No face,,0
1743682555.2497146,C,No face,,0
1743682555.3458662,B,No face,,0
1743682555.442707,F,No face,,0
1743682555.6367316,C,neutral,,0.4421949088573456
1743682555.7346299,C,No face,,0
1743682555.8371513,C,No face,,0
1743682555.938406,C,No face,,0
1743682556.0418236,C,No face,,0
1743682556.1501377,O,No face,,0
1743682556.258425,C,No face,,0
1743682556.3705785,C,No face,,0
1743682556.4850745,C,No face,,0
1743682556.6844015,O,neutral,,0.489610493183136
1743682556.886753,O,neutral,,0.36587491631507874
1743682557.077131,No hand,neutral,,0.4392898976802826
1743682557.249577,No hand,neutral,,0.35965368151664734
1743682557.4217622,No hand,fearful,,0.3244849741458893
1743682557.5844514,No hand,neutral,,0.45216184854507446
1743682557.7445865,No hand,neutral,,0.35060903429985046
1743682557.906615,No hand,neutral,,0.3352552652359009
1743682558.065593,No hand,neutral,,0.4655666649341583
1743682558.2302613,No hand,neutral,,0.4060077965259552
1743682558.3944237,No hand,neutral,,0.3890856206417084
1743682558.5548854,No hand,neutral,,0.3236663341522217
1743682558.7255347,No hand,neutral,,0.3397122621536255
1743682558.8955333,No hand,neutral,,0.26956865191459656
1743682559.058512,No hand,fearful,,0.28326356410980225
1743682559.224441,No hand,neutral,,0.269538551568985
1743682559.3968723,No hand,neutral,,0.3857281804084778
1743682559.5626485,No hand,fearful,,0.31494998931884766
1743682559.7564547,O,fearful,O,0.3313104212284088
1743682559.9765506,O,fearful,O,0.3942563533782959
1743682560.159589,X,fearful,O,0.35100534558296204
1743682560.3310745,S,neutral,O,0.37887972593307495
1743682560.5960085,No hand,neutral,,0.6642678380012512
1743682560.7715552,No hand,neutral,,0.6827622056007385
1743682560.9614892,T,neutral,O,0.6749393343925476
1743682561.1485167,No hand,neutral,,0.5916616320610046
1743682561.326733,No hand,neutral,,0.580822765827179
1743682561.505637,No hand,neutral,,0.7488975524902344
1743682561.6869419,No hand,neutral,,0.7837037444114685
1743682561.867602,No hand,neutral,,0.6370822787284851
1743682562.0526946,No hand,neutral,,0.7278122305870056
1743682562.2268221,No hand,neutral,,0.4653400480747223
1743682562.401789,No hand,neutral,,0.3801344633102417
1743682562.5767117,No hand,happy,,0.39287513494491577
1743682562.74954,No hand,neutral,,0.33729350566864014
1743682562.9268575,No hand,neutral,,0.334131121635437
1743682563.10863,No hand,neutral,,0.36528944969177246
1743682563.2859495,No hand,neutral,,0.35290929675102234
1743682563.4644718,No hand,neutral,,0.34051546454429626
1743682563.6453676,No hand,neutral,,0.3317260146141052
1743682563.8236709,No hand,happy,,0.3371048867702484
1743682564.0036619,No hand,happy,,0.49447154998779297
1743682564.1925611,No hand,happy,,0.4609721899032593
1743682564.3797317,No hand,happy,,0.4288092255592346
1743682564.5616393,No hand,happy,,0.4270927906036377
1743682564.7530184,No hand,happy,,0.5531493425369263
1743682564.9367356,No hand,neutral,,0.3025543987751007
1743682565.1178613,No hand,fearful,,0.5116096138954163
1743682565.3075771,No hand,surprised,,0.6360325217247009
1743682565.491459,No hand,surprised,,0.7106295228004456
1743682565.6799405,No hand,surprised,,0.728559136390686
1743682565.8636653,No hand,surprised,,0.7534676194190979
1743682566.0408208,No hand,surprised,,0.7351998090744019
1743682566.2180474,No hand,surprised,,0.7988083362579346
1743682566.4028945,No hand,surprised,,0.683599054813385
1743682566.5787446,No hand,fearful,,0.286438912153244
1743682566.7544308,No hand,neutral,,0.520026445388794
1743682566.9305706,No hand,neutral,,0.5175120830535889
1743682567.1070812,No hand,neutral,,0.5118203163146973
1743682567.2850533,No hand,neutral,,0.41544148325920105
1743682567.4734797,No hand,neutral,,0.4645231366157532
1743682567.6462007,No hand,neutral,,0.46692124009132385
1743682567.9755294,No hand,neutral,,0.44112372398376465
1743682568.2248392,No hand,neutral,,0.493835985660553
1743682568.4077883,No hand,neutral,,0.48068967461586
1743682568.5864005,No hand,neutral,,0.4288467466831207
1743682568.7615669,No hand,neutral,,0.41990095376968384
1743682568.9394627,No hand,neutral,,0.4543692171573639
1743682569.1259751,No hand,neutral,,0.4507664144039154
1743682569.3112035,No hand,neutral,,0.7212859988212585
1743682569.4906495,No hand,neutral,,0.4085664451122284
1743682569.676817,No hand,neutral,,0.614364743232727
1743682569.8576648,No hand,fearful,,0.33173415064811707
1743682570.0338483,No hand,surprised,,0.43255943059921265
1743682570.2157593,No hand,surprised,,0.5696138739585876
1743682570.394953,No hand,surprised,,0.5439881682395935
1743682570.5745091,No hand,surprised,,0.5882631540298462
1743682570.757832,No hand,surprised,,0.5228568315505981
1743682570.937716,No hand,surprised,,0.5845678448677063
1743682571.1155188,No hand,neutral,,0.47514140605926514
1743682571.2989028,No hand,neutral,,0.5253933072090149
1743682571.4748888,No hand,neutral,,0.5273458957672119
1743682571.652776,No hand,neutral,,0.6763226985931396
